Instrumento;Unidade Gestora;Aditivo;Tipo de Instrumento;CNPJ;Instituição;Órgão Responsável;Vinculação;Nº Modalidade;Nº Processo;Objeto;Data de Assinatura;Vigência;Valor Concedente;Valor Convenente;Valor Total;
 002/2023;Prefeitura Municipal de Macaé;Instrumento Original;Acordo de Cooperação;28.523.215/0001-06;Universidade Federal Fluminense - UFF;SECRETARIA MUNICIPAL DE PROTEÇÃO E DEFESA DO CONSUMIDOR;Não se Aplica;; 3.744/2023;Execução do Projeto ?Balcão do Consumidor?, possibilitando aos alunos a experiência de atendimento às demandas administrativas no que diz respeito ao direito do consumidor, proporcionando ao Fundo Municipal de Defesa dos Direitos Difusos - FMDDD/PROCON-MACAÉ mais um polo de atendimento à população macaense, auxiliando em uma melhor distribuição das demandas.;2023-12-14;12 (doze) meses, a contar da data da sua assinatura.;R$ 0,00;R$ 0,00;R$ 0,00;
 002/2024 ISP SEI 150166/000075/2023;Prefeitura Municipal de Macaé;Instrumento Original;Acordo de Cooperação;03.872.056/0001-24;Instituto de Segurança Pública - ISP;SECRETARIA MUNICIPAL DE ORDEM PÚBLICA;Não se Aplica;; 37.694/2023;Estabelecer o compartilhamento e intercâmbio de informações atinentes à segurança pública entre as instituições envolvidas.;2024-04-02;24 (vinte e quatro) meses, a contar da data de sua publicação.;R$ 0,00;R$ 0,00;R$ 0,00;
 002/2023;Prefeitura Municipal de Macaé;1º Aditivo;Termo de Parceria;26.777.777/0001-50;Go Geo Cursos de Idiomas Ltda.;SECRETARIA MUNICIPAL ADJUNTA DE RECURSOS HUMANOS;Chamamento Público; 007/2023; 28.138/2023;Retificação do número do chamamento público, inclusão do parágrafo primeiro à cláusula sexta do Termo de Parceria, visando prorrogar o prazo inicialmente estabelecido.;2024-08-05;12 (doze) meses, a contar do dia 04 de agosto de 2024.;R$ 0,00;R$ 0,00;R$ 0,00;
 002/2023;Prefeitura Municipal de Macaé;1º Aditivo;Termo de Fomento;03.770.339/0001-65;Recanto dos Idosos Sagrado Coração de Jesus;SECRETARIA MUNICIPAL DE DESENVOLVIMENTO SOCIAL, DIREITOS HUMANOS E ACESSIBILIDADE;Inexigibilidade; 003/2023; 35.436/2024;O presente instrumento objetiva inserir o parágrafo Terceiro na Cláusula Terceira do Termo de Fomento visando prorrogar o prazo inicialmente estabelecido.;2024-12-23;DE 27/12/204 À 26/12/2025;R$ 1.304.927,00;R$ 0,00;R$ 1.304.927,00;
 002/2023;Prefeitura Municipal de Macaé;2º Aditivo;Termo de Fomento;03.770.339/0001-65;RECANTO DOS IDOSOS SAGRADO CORAÇÃO DE JESUS;SECRETARIA MUNICIPAL DE DESENVOLVIMENTO SOCIAL, DIREITOS HUMANOS, ACESSIBILIDADE E ECONOMIA SOLIDÁRIA;Inexigibilidade; 003/2023; 31656/2025;O presente instrumento objetiva inserir o parágrafo Quarto na Cláusula Terceira do Termo de Fomento visando prorrogar o prazo inicialmente estabelecido.;2025-12-11;12 MESES;R$ 1.304.927,00;R$ 0,00;R$ 1.304.927,00;
 002/2023;Prefeitura Municipal de Macaé;Instrumento Original;Convênio;34.023.077/0001-07;Universidade Federal do Estado do Rio de Janeiro - UNIRIO.;SECRETARIA MUNICIPAL ADJUNTA DE RECURSOS HUMANOS;Chamamento Público; 005/2022; 5114/2023;Concessão de estágio acadêmico obrigatório não remunerado a alunos regularmente matriculados na instituição convenente e que frequentem efetivamente os cursos de graduação na modalidade à distância de Pedagogia, Licenciatura em Matemática, Licenciatura em História e Licenciatura em Turismo.;2023-04-24;05 (cinco) anos a contar da data da assinatura;R$ 0,00;R$ 0,00;R$ 0,00;
 002/2023;Prefeitura Municipal de Macaé;Instrumento Original;Termo de Parceria;26.777.777/0001-50;Go Geo cursos de idiomas Ltda;SECRETARIA MUNICIPAL ADJUNTA DE RECURSOS HUMANOS;Chamamento Público; 007/2022; 28138/2023;Concessão de descontos nos serviços prestados ou fornecimento de bens, beneficiando com descontos reais aos servidores da Prefeitura Municipal de Macaé, e seus respectivos dependentes, visando exclusivamente o interesse público na concessão de benefícios. Os beneficiários terão disponível uma margem de desconto de 20% na parcela mensal durante todo seu ciclo de formação com a escola prevista em contrato.;2023-08-02;12 (doze) meses a contar da data da publicação;R$ 0,00;R$ 0,00;R$ 0,00;
 001/2023;Prefeitura Municipal de Macaé;Instrumento Original;Termo de Fomento;29.700.143/0001-98;Liga Beneficente São João Batista de Macaé;SECRETARIA MUNICIPAL DE DESENVOLVIMENTO SOCIAL, DIREITOS HUMANOS E ACESSIBILIDADE;Inexigibilidade; 002/2023; 49.006/2022;Promover assistência social sem distinção de sexo, crença religiosa ou facção política, abrigar e amparar idosos carentes, nesse sentido, na forma do plano de trabalho previamente aprovado, parte integrante e indissociável deste.;2023-09-18;12 (Doze) meses a contar da data de sua assinatura.;R$ 1.598.999,69;R$ 0,00;R$ 1.598.999,69;
 001/2023;Prefeitura Municipal de Macaé;Instrumento Original;Termo de Colaboração;21.590.044/0001-99;Instituto E-Dinheiro Brasil;SECRETARIA MUNICIPAL ADJUNTA DE GOVERNO;Chamamento Público; 005/2023; 41.955/2023;Implantação de três agências do Banco Popular de Macaé, e a operacionalização da Moeda Social, no município de Macaé - RJ, que irão operar com Moeda Social eletrônica circulante local, doravante denominada Moeda Social de Macaé, por meio de celular (ou outros meios móveis) e eletrônicos, conforme Lei nº 12.865, de 09 de outubro de 2013 e Regulamentação nº 4.282 do Banco Central do Brasil de 04 de novembro de 2013, e a implantação das agências de operacionalização e atendimento dos usuários da Moeda Social de Macaé, nos termos da Lei Municipal nº 5075/2023.;2023-12-06;12 (Doze) meses a contar da data de sua publicação.;R$ 10.881.497,42;R$ 0,00;R$ 10.881.497,42;
 001/2023;Prefeitura Municipal de Macaé;1º Aditivo;Termo de Parceria;34.075.739/0001-84;Sociedade de Ensino Superior Estácio de Sá Ltda;SECRETARIA MUNICIPAL ADJUNTA DE RECURSOS HUMANOS;Chamamento Público; 007/2022; 16.905/2023;Modificação da cláusula sexta, caput do Termo de Parceria, visando prorrogar o prazo inicialmente estabelecido.;2024-06-07;12 (doze) meses, a contar do dia 16 de junho de 2024;R$ 0,00;R$ 0,00;R$ 0,00;
 001/2023;Prefeitura Municipal de Macaé;1º Aditivo;Termo de Fomento;29.700.143/0001-98;Liga Beneficente São João Batista de Macaé;SECRETARIA MUNICIPAL DE DESENVOLVIMENTO SOCIAL, DIREITOS HUMANOS E ACESSIBILIDADE;Inexigibilidade; 002/2023; 23.846/2024;Modificação da cláusula terceira, caput e cláusula quinta, parágrafo quarto, bem como apresentação de novo plano de trabalho previamente aprovado. III ? Modalidade: Inexigibilidade de chamamento público n.º 002/2023, com fulcro no art. 31, inciso II da Lei Federal n.º 13.019/2014.;2024-09-17;12 (doze) meses, a contar do dia 18 (dezoito) de setembro de 2024.;R$ 1.598.999,69;R$ 0,00;R$ 1.598.999,69;
 001/2023;Prefeitura Municipal de Macaé;1º Aditivo;Termo de Colaboração;21.590.044/0001-99;Instituto E-Dinheiro Brasil;SECRETARIA MUNICIPAL ADJUNTA DE GOVERNO;Chamamento Público; 005/2023; 41.955/2023;Inclusão do Parágrafo Terceiro na Cláusula Terceira, visando prorrogar o prazo inicialmente estabelecido, bem como, inclusão dos Parágrafos Segundo, Terceiro e Quarto na Cláusula Quinta, visando a redução do valor inicialmente pactuado.;2024-12-06;12 (doze) meses, a contar do dia 07 de dezembro de 2024.;R$ 10.881.293,94;R$ 0,00;R$ 10.881.293,94;
 001/2023;Prefeitura Municipal de Macaé;2º Aditivo;Termo de Fomento;29.700.143/0001-98;LIGA BENEFICENTE SÃO JOÃO BATISTA DE MACAÉ;SECRETARIA MUNICIPAL DE DESENVOLVIMENTO SOCIAL, DIREITOS HUMANOS, ACESSIBILIDADE E ECONOMIA SOLIDÁRIA;Chamamento Público; Inexigibilidade; 24619/2025;Modificação das cláusulas terceira, caput e cláusula quinta, parágrafo quarto, bem como apresentação de novo plano de trabalho previamente aprovado às páginas 368/382 do processo administrativo nº 24.619/2025, parte integrante e indissociável deste, que passam a vigorar com a seguinte redação.  ;2025-09-17;17/08/2026;R$ 0,00;R$ 1.598.999,69;R$ 1.598.999,69;
 001/2023;Prefeitura Municipal de Macaé;2º Aditivo;Termo de Colaboração;21.590.044/0001-99;Instituto E-Dinheiro Brasil;SECRETARIA EXECUTIVA DE ECONOMIA SOLIDÁRIA;Chamamento Público; 005/2023; 29.057/2025;Inclusão do Parágrafo Quarto na Cláusula Terceira, dos Parágrafos Quinto, Sexto e Sétimo na Cláusula Quinta, bem como inclusão dos Parágrafos Quarto e Quinto na Cláusula Décima Quarta, visando a prorrogação do prazo, redução do valor inicialmente pactuado e inclusão de parágrafos.;2025-12-05;12 (doze) meses, a contar do dia 07 de dezembro de 2025.;R$ 10.725.640,85;R$ 0,00;R$ 10.725.640,85;
 001/2023;Prefeitura Municipal de Macaé;Instrumento Original;Convênio;33.663.683/0001-16|72.060.999/0001-75;Universidade Federal do Rio de Janeiro ? UFRJ  |Fundação Coordenação de Projetos, Pesquisas e Estudos Tecnológicos ? COPPETEC;SECRETARIA MUNICIPAL ADJUNTA DE DEFESA CIVIL;Não se Aplica;; 45320/2022.;Cooperação técnica e científica para desenvolver em condições de cooperação mútua, o projeto: Desenvolvimento de Aplicações de Automação em Telemetria incluindo Tecnologias IoT (Internet das Coisas) com instalação de Estações Meteorológicas e o Centro de Monitoramento e Operações da Secretaria Municipal Adjunta de Defesa Civil.;2023-03-31;12 meses, a contar da data de sua assinatura;R$ 251.643,40;R$ 0,00;R$ 251.643,40;
 001/2023;Prefeitura Municipal de Macaé;Instrumento Original;Termo de Parceria;34.075.739/0001-84;Sociedade de Ensino Superior Estácio de Sá Ltda;SECRETARIA MUNICIPAL ADJUNTA DE RECURSOS HUMANOS;Chamamento Público; 007/2022; 16905/2023;Concessão de descontos nos serviços prestados ou fornecimento de bens, beneficiando com descontos reais aos servidores da prefeitura municipal de Macaé, e seus respectivos dependentes, visando exclusivamente o interesse público na concessão de benefícios. Constitui objeto do presente Termo Parceria dos serviços abaixo especificados: Desconto 30% nas mensalidades de todos* os cursos de Graduação, Graduação Tecnológica e Pós-graduação, das metodologias Presencial, Semipresencial, Ao Vivo, Flex e Digital (EAD) ofertados no Campus da Estácio Macaé.  Caso haja alguma campanha de descontos vigente mais atrativa, será considerada a campanha mais vantajosa com acréscimo de 5% para todos os contemplados, como diferencial do convênio.  *Quando aplicável, podendo ter cursos de exceção conforme regulamento da campanha.;2023-06-14;12 (doze) meses a contar da data da publicação.;R$ 0,00;R$ 0,00;R$ 0,00;
 001/2023;Prefeitura Municipal de Macaé;Instrumento Original;Acordo de Cooperação;28.928.075/0001-56|28.927.812/0001-04|09.522.895/0001-07;Câmara de Dirigentes Lojistas de Macaé |Associação Comercial Industrial de |Associação Empresarial e Turística de Macaé;SECRETARIA MUNICIPAL DE DESENVOLVIMENTO ECONÔMICO, TRABALHO E RENDA;Não se Aplica;; 30.371/2023;Implementação de apoio institucional na Feira da Economia do Mar no corrente ano a ser executado no Parque de Exposições Latiff Mussi, conforme especificações estabelecidas no plano de trabalho.;2023-07-26;15 dias, a partir da data da sua assinatura.;R$ 0,00;R$ 0,00;R$ 0,00;
 s/nº ? Processo SEI nº 150001/001991/2023;Prefeitura Municipal de Macaé;Instrumento Original;Convênio;42.498.600/0001-71;Secretaria de Estado de Casa Civil;SECRETARIA MUNICIPAL ADJUNTA DE RECURSOS HUMANOS;Não se Aplica;; 16.572/2023;Cooperação técnica entre os partícipes, consubstanciada na modalidade de cessão sem ônus para o cedente, na forma do art. 3°, do Decreto Estadual 32.532/2002, pela SECC/RJ, dos servidores especificados na listagem constante no Anexo I.;2023-06-01;01 ano, ressalvada a possibilidade de prorrogação da cessão.;R$ 0,00;R$ 0,00;R$ 0,00;
 826/2022-INCRA;Prefeitura Municipal de Macaé;Instrumento Original;Acordo de Cooperação;00.375.972/0002-41;Instituto Nacional de Colonização e Reforma Agrária - INCRA.;SECRETARIA MUNICIPAL DE AGROECONOMIA;Não se Aplica;; 11.215/2022;Execução de atividades previstas no Programa Titula Brasil, que tem como finalidade aumentar a capacidade operacional dos procedimentos de regularização e titulação nos projetos de reforma agrária do INCRA ou terras públicas federais passíveis de regularização fundiária.;2022-11-17;60 (sessenta) meses, a contar da data de sua publicação no DOU;R$ 0,00;R$ 0,00;R$ 0,00;
 018/2022 MEC;Prefeitura Municipal de Macaé;Instrumento Original;Acordo de Cooperação;10.779.511/0001-07;Instituto Federal Fluminense - IFF.;SECRETARIA MUNICIPAL DE EDUCAÇÃO;Não se Aplica;; 13894/2022;Projeto de apoio à iniciação tecnológica com foco no ensino de programação aplicada intitulado ?Que ideia você ilumina? Desenvolvimento do pensamento computacional e da prática Maker para aprendizagem de programação?, selecionado no Edital IFES 01/2021, que tem como finalidade o desenvolvimento de ações de formação em programação aplicada de estudantes dos 02 (dois) últimos anos do ensino fundamental das redes públicas de ensino, a ser executado exclusivamente no IFFluminense Campus Macaé.;2022-07-07;8 meses da data da assinatura não podendo ser prorrogado;R$ 0,00;R$ 0,00;R$ 0,00;
 15/2022 CIDADESUSP;Prefeitura Municipal de Macaé;Instrumento Original;Termo de Adesão;00.394.494/0005-60;Ministério da Justiça e Segurança Pública;GABINETE DO PREFEITO;Não se Aplica;; 42185/2022;Adesão do Município de Macaé ao Programa CidadeSusp, além das ações conjuntas para implantação do Observatório Municipal de Segurança Pública e Defesa Social, doravante denominado ?OSEP ? Municipal?.;2022-09-28;2 anos a contar da data da publicação;R$ 0,00;R$ 0,00;R$ 0,00;
 001/2022 - FMS;Fundo Municipal de Saúde ? FMS;Instrumento Original;Convênio;33.663.683/0001-16;Universidade Federal do Rio de Janeiro - UFRJ;SECRETARIA MUNICIPAL DE SAÚDE;Não se Aplica;; 401172/2021;Estabelecer cooperação científica para o apoio da Prefeitura Municipal de Macaé para a realização de pesquisas relacionadas à vigilância epidemiológica e georreferenciamento da COVID-19 realizados no Instituto de Biodiversidade e Sustentabilidade/NUPEM/UFRJ, em parceria com o Laboratório de Virologia Molecular do Instituto de Biologia da UFRJ, campus da Ilha do Fundão.;2022-06-07;10 meses a contar de 07/06/2022;R$ 200.700,00;R$ 0,00;R$ 200.700,00;
 39/2022;Fundo Municipal de Saúde ? FMS;Instrumento Original;Convênio;00.530.493/0001-71;MINISTÉRIO DA SAÚDE;SECRETARIA MUNICIPAL DE SAÚDE;Não se Aplica;; 400516/2022;O presente Convênio SUS tem por objeto CEDER entre si, conforme interesse, conveniência, oportunidade e disponibilidade das instituições partícipes, servidores do Quadro de Pessoal do Ministério da Saúde e de suas autarquias e fundações públicas a ele vinculadas e da Secretaria Municipal de Saúde de Macaé, no Estado do Rio de Janeiro, sem ônus para o órgão cessionário, na forma da legislação vigente que rege a matéria, com a finalidade precípua de fortalecer o Sistema Único de Saúde.;2022-03-28;60 meses a contar da data de publicação;R$ 0,00;R$ 0,00;R$ 0,00;
 014/2022;Prefeitura Municipal de Macaé;Instrumento Original;Termo de Cooperação;08.599.767/0001-90;Secretaria de Estado de Infraestrutura e Obras;SECRETARIA MUNICIPAL ADJUNTA DO GABINETE DO PREFEITO;Não se Aplica;; 12243/2022;Contratação, pela Secretaria de Estado de Infraestrutura e obras - SEINFRA, de empresa especializada para elaboração de projeto executivo e construção de ponte sobre o rio Macaé, em Macaé - RJ.;2022-03-28;12 meses a partir da assinatura ou da publicação no Diário Oficial do Estado do Rio de Janeiro;R$ 0,00;R$ 0,00;R$ 0,00;
